"country","year","sector","subsector","species","mgmt","animal","pollutant","units","value"
"Nigeria",2018,"crops","crop residue burning","Dates",NA,NA,"CO","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Dates",NA,NA,"NOx","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Dates",NA,NA,"SO2","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Dates",NA,NA,"NMVOC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Dates",NA,NA,"NH3","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Dates",NA,NA,"PM10","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Dates",NA,NA,"PM2.5","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Dates",NA,NA,"BC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Dates",NA,NA,"OC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Dates",NA,NA,"CH4","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Fruits, Other",NA,NA,"CO","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Fruits, Other",NA,NA,"NOx","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Fruits, Other",NA,NA,"SO2","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Fruits, Other",NA,NA,"NMVOC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Fruits, Other",NA,NA,"NH3","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Fruits, Other",NA,NA,"PM10","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Fruits, Other",NA,NA,"PM2.5","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Fruits, Other",NA,NA,"BC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Fruits, Other",NA,NA,"OC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Fruits, Other",NA,NA,"CH4","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Grapefruit and products",NA,NA,"CO","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Grapefruit and products",NA,NA,"NOx","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Grapefruit and products",NA,NA,"SO2","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Grapefruit and products",NA,NA,"NMVOC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Grapefruit and products",NA,NA,"NH3","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Grapefruit and products",NA,NA,"PM10","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Grapefruit and products",NA,NA,"PM2.5","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Grapefruit and products",NA,NA,"BC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Grapefruit and products",NA,NA,"OC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Grapefruit and products",NA,NA,"CH4","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Grapes and products (excl wine)",NA,NA,"CO","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Grapes and products (excl wine)",NA,NA,"NOx","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Grapes and products (excl wine)",NA,NA,"SO2","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Grapes and products (excl wine)",NA,NA,"NMVOC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Grapes and products (excl wine)",NA,NA,"NH3","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Grapes and products (excl wine)",NA,NA,"PM10","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Grapes and products (excl wine)",NA,NA,"PM2.5","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Grapes and products (excl wine)",NA,NA,"BC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Grapes and products (excl wine)",NA,NA,"OC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Grapes and products (excl wine)",NA,NA,"CH4","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Groundnut Oil",NA,NA,"CO","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Groundnut Oil",NA,NA,"NOx","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Groundnut Oil",NA,NA,"SO2","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Groundnut Oil",NA,NA,"NMVOC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Groundnut Oil",NA,NA,"NH3","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Groundnut Oil",NA,NA,"PM10","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Groundnut Oil",NA,NA,"PM2.5","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Groundnut Oil",NA,NA,"BC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Groundnut Oil",NA,NA,"OC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Groundnut Oil",NA,NA,"CH4","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Groundnuts (Shelled Eq)",NA,NA,"CO","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Groundnuts (Shelled Eq)",NA,NA,"NOx","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Groundnuts (Shelled Eq)",NA,NA,"SO2","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Groundnuts (Shelled Eq)",NA,NA,"NMVOC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Groundnuts (Shelled Eq)",NA,NA,"NH3","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Groundnuts (Shelled Eq)",NA,NA,"PM10","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Groundnuts (Shelled Eq)",NA,NA,"PM2.5","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Groundnuts (Shelled Eq)",NA,NA,"BC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Groundnuts (Shelled Eq)",NA,NA,"OC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Groundnuts (Shelled Eq)",NA,NA,"CH4","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Lemons, Limes and products",NA,NA,"CO","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Lemons, Limes and products",NA,NA,"NOx","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Lemons, Limes and products",NA,NA,"SO2","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Lemons, Limes and products",NA,NA,"NMVOC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Lemons, Limes and products",NA,NA,"NH3","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Lemons, Limes and products",NA,NA,"PM10","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Lemons, Limes and products",NA,NA,"PM2.5","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Lemons, Limes and products",NA,NA,"BC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Lemons, Limes and products",NA,NA,"OC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Lemons, Limes and products",NA,NA,"CH4","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Maize and products",NA,NA,"CO","kg y-1",74144554.5215265
"Nigeria",2018,"crops","crop residue burning","Maize and products",NA,NA,"NOx","kg y-1",3439695.82831824
"Nigeria",2018,"crops","crop residue burning","Maize and products",NA,NA,"SO2","kg y-1",382188.425368693
"Nigeria",2018,"crops","crop residue burning","Maize and products",NA,NA,"NMVOC","kg y-1",8599239.5707956
"Nigeria",2018,"crops","crop residue burning","Maize and products",NA,NA,"NH3","kg y-1",4586261.10442432
"Nigeria",2018,"crops","crop residue burning","Maize and products",NA,NA,"PM10","kg y-1",11847841.1864295
"Nigeria",2018,"crops","crop residue burning","Maize and products",NA,NA,"PM2.5","kg y-1",11465652.7610608
"Nigeria",2018,"crops","crop residue burning","Maize and products",NA,NA,"BC","kg y-1",1433206.5951326
"Nigeria",2018,"crops","crop residue burning","Maize and products",NA,NA,"OC","kg y-1",6306109.01858344
"Nigeria",2018,"crops","crop residue burning","Maize and products",NA,NA,"CH4","kg y-1",5159543.74247736
"Nigeria",2018,"crops","crop residue burning","Maize Germ Oil",NA,NA,"CO","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Maize Germ Oil",NA,NA,"NOx","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Maize Germ Oil",NA,NA,"SO2","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Maize Germ Oil",NA,NA,"NMVOC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Maize Germ Oil",NA,NA,"NH3","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Maize Germ Oil",NA,NA,"PM10","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Maize Germ Oil",NA,NA,"PM2.5","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Maize Germ Oil",NA,NA,"BC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Maize Germ Oil",NA,NA,"OC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Maize Germ Oil",NA,NA,"CH4","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Millet and products",NA,NA,"CO","kg y-1",46506771.8368309
"Nigeria",2018,"crops","crop residue burning","Millet and products",NA,NA,"NOx","kg y-1",1603681.78747693
"Nigeria",2018,"crops","crop residue burning","Millet and products",NA,NA,"SO2","kg y-1",334681.416516924
"Nigeria",2018,"crops","crop residue burning","Millet and products",NA,NA,"NMVOC","kg y-1",348626.475538462
"Nigeria",2018,"crops","crop residue burning","Millet and products",NA,NA,"NH3","kg y-1",1673407.08258462
"Nigeria",2018,"crops","crop residue burning","Millet and products",NA,NA,"PM10","kg y-1",3974341.82113847
"Nigeria",2018,"crops","crop residue burning","Millet and products",NA,NA,"PM2.5","kg y-1",3765165.93581539
"Nigeria",2018,"crops","crop residue burning","Millet and products",NA,NA,"BC","kg y-1",348626.475538462
"Nigeria",2018,"crops","crop residue burning","Millet and products",NA,NA,"OC","kg y-1",2300934.73855385
"Nigeria",2018,"crops","crop residue burning","Millet and products",NA,NA,"CH4","kg y-1",1882582.9679077
"Nigeria",2018,"crops","crop residue burning","Nuts and products",NA,NA,"CO","kg y-1",4158006.36836874
"Nigeria",2018,"crops","crop residue burning","Nuts and products",NA,NA,"NOx","kg y-1",143379.52994375
"Nigeria",2018,"crops","crop residue burning","Nuts and products",NA,NA,"SO2","kg y-1",29922.68451
"Nigeria",2018,"crops","crop residue burning","Nuts and products",NA,NA,"NMVOC","kg y-1",31169.46303125
"Nigeria",2018,"crops","crop residue burning","Nuts and products",NA,NA,"NH3","kg y-1",149613.42255
"Nigeria",2018,"crops","crop residue burning","Nuts and products",NA,NA,"PM10","kg y-1",355331.878556249
"Nigeria",2018,"crops","crop residue burning","Nuts and products",NA,NA,"PM2.5","kg y-1",336630.2007375
"Nigeria",2018,"crops","crop residue burning","Nuts and products",NA,NA,"BC","kg y-1",31169.46303125
"Nigeria",2018,"crops","crop residue burning","Nuts and products",NA,NA,"OC","kg y-1",205718.45600625
"Nigeria",2018,"crops","crop residue burning","Nuts and products",NA,NA,"CH4","kg y-1",168315.10036875
"Nigeria",2018,"crops","crop residue burning","Oats",NA,NA,"CO","kg y-1",14.84075
"Nigeria",2018,"crops","crop residue burning","Oats",NA,NA,"NOx","kg y-1",0.51175
"Nigeria",2018,"crops","crop residue burning","Oats",NA,NA,"SO2","kg y-1",0.1068
"Nigeria",2018,"crops","crop residue burning","Oats",NA,NA,"NMVOC","kg y-1",0.11125
"Nigeria",2018,"crops","crop residue burning","Oats",NA,NA,"NH3","kg y-1",0.534
"Nigeria",2018,"crops","crop residue burning","Oats",NA,NA,"PM10","kg y-1",1.26825
"Nigeria",2018,"crops","crop residue burning","Oats",NA,NA,"PM2.5","kg y-1",1.2015
"Nigeria",2018,"crops","crop residue burning","Oats",NA,NA,"BC","kg y-1",0.11125
"Nigeria",2018,"crops","crop residue burning","Oats",NA,NA,"OC","kg y-1",0.73425
"Nigeria",2018,"crops","crop residue burning","Oats",NA,NA,"CH4","kg y-1",0.60075
"Nigeria",2018,"crops","crop residue burning","Oilcrops Oil, Other",NA,NA,"CO","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Oilcrops Oil, Other",NA,NA,"NOx","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Oilcrops Oil, Other",NA,NA,"SO2","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Oilcrops Oil, Other",NA,NA,"NMVOC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Oilcrops Oil, Other",NA,NA,"NH3","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Oilcrops Oil, Other",NA,NA,"PM10","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Oilcrops Oil, Other",NA,NA,"PM2.5","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Oilcrops Oil, Other",NA,NA,"BC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Oilcrops Oil, Other",NA,NA,"OC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Oilcrops Oil, Other",NA,NA,"CH4","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Oilcrops, Other",NA,NA,"CO","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Oilcrops, Other",NA,NA,"NOx","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Oilcrops, Other",NA,NA,"SO2","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Oilcrops, Other",NA,NA,"NMVOC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Oilcrops, Other",NA,NA,"NH3","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Oilcrops, Other",NA,NA,"PM10","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Oilcrops, Other",NA,NA,"PM2.5","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Oilcrops, Other",NA,NA,"BC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Oilcrops, Other",NA,NA,"OC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Oilcrops, Other",NA,NA,"CH4","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Olive Oil",NA,NA,"CO","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Olive Oil",NA,NA,"NOx","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Olive Oil",NA,NA,"SO2","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Olive Oil",NA,NA,"NMVOC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Olive Oil",NA,NA,"NH3","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Olive Oil",NA,NA,"PM10","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Olive Oil",NA,NA,"PM2.5","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Olive Oil",NA,NA,"BC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Olive Oil",NA,NA,"OC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Olive Oil",NA,NA,"CH4","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Olives (including preserved)",NA,NA,"CO","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Olives (including preserved)",NA,NA,"NOx","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Olives (including preserved)",NA,NA,"SO2","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Olives (including preserved)",NA,NA,"NMVOC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Olives (including preserved)",NA,NA,"NH3","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Olives (including preserved)",NA,NA,"PM10","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Olives (including preserved)",NA,NA,"PM2.5","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Olives (including preserved)",NA,NA,"BC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Olives (including preserved)",NA,NA,"OC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Olives (including preserved)",NA,NA,"CH4","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Onions",NA,NA,"CO","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Onions",NA,NA,"NOx","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Onions",NA,NA,"SO2","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Onions",NA,NA,"NMVOC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Onions",NA,NA,"NH3","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Onions",NA,NA,"PM10","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Onions",NA,NA,"PM2.5","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Onions",NA,NA,"BC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Onions",NA,NA,"OC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Onions",NA,NA,"CH4","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Oranges, Mandarines",NA,NA,"CO","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Oranges, Mandarines",NA,NA,"NOx","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Oranges, Mandarines",NA,NA,"SO2","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Oranges, Mandarines",NA,NA,"NMVOC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Oranges, Mandarines",NA,NA,"NH3","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Oranges, Mandarines",NA,NA,"PM10","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Oranges, Mandarines",NA,NA,"PM2.5","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Oranges, Mandarines",NA,NA,"BC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Oranges, Mandarines",NA,NA,"OC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Oranges, Mandarines",NA,NA,"CH4","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Palm Oil",NA,NA,"CO","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Palm Oil",NA,NA,"NOx","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Palm Oil",NA,NA,"SO2","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Palm Oil",NA,NA,"NMVOC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Palm Oil",NA,NA,"NH3","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Palm Oil",NA,NA,"PM10","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Palm Oil",NA,NA,"PM2.5","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Palm Oil",NA,NA,"BC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Palm Oil",NA,NA,"OC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Palm Oil",NA,NA,"CH4","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Palmkernel Oil",NA,NA,"CO","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Palmkernel Oil",NA,NA,"NOx","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Palmkernel Oil",NA,NA,"SO2","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Palmkernel Oil",NA,NA,"NMVOC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Palmkernel Oil",NA,NA,"NH3","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Palmkernel Oil",NA,NA,"PM10","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Palmkernel Oil",NA,NA,"PM2.5","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Palmkernel Oil",NA,NA,"BC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Palmkernel Oil",NA,NA,"OC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Palmkernel Oil",NA,NA,"CH4","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Peas",NA,NA,"CO","kg y-1",14.17375
"Nigeria",2018,"crops","crop residue burning","Peas",NA,NA,"NOx","kg y-1",0.48875
"Nigeria",2018,"crops","crop residue burning","Peas",NA,NA,"SO2","kg y-1",0.102
"Nigeria",2018,"crops","crop residue burning","Peas",NA,NA,"NMVOC","kg y-1",0.10625
"Nigeria",2018,"crops","crop residue burning","Peas",NA,NA,"NH3","kg y-1",0.51
"Nigeria",2018,"crops","crop residue burning","Peas",NA,NA,"PM10","kg y-1",1.21125
"Nigeria",2018,"crops","crop residue burning","Peas",NA,NA,"PM2.5","kg y-1",1.1475
"Nigeria",2018,"crops","crop residue burning","Peas",NA,NA,"BC","kg y-1",0.10625
"Nigeria",2018,"crops","crop residue burning","Peas",NA,NA,"OC","kg y-1",0.70125
"Nigeria",2018,"crops","crop residue burning","Peas",NA,NA,"CH4","kg y-1",0.57375
"Nigeria",2018,"crops","crop residue burning","Pineapples and products",NA,NA,"CO","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Pineapples and products",NA,NA,"NOx","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Pineapples and products",NA,NA,"SO2","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Pineapples and products",NA,NA,"NMVOC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Pineapples and products",NA,NA,"NH3","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Pineapples and products",NA,NA,"PM10","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Pineapples and products",NA,NA,"PM2.5","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Pineapples and products",NA,NA,"BC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Pineapples and products",NA,NA,"OC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Pineapples and products",NA,NA,"CH4","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Plantains",NA,NA,"CO","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Plantains",NA,NA,"NOx","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Plantains",NA,NA,"SO2","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Plantains",NA,NA,"NMVOC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Plantains",NA,NA,"NH3","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Plantains",NA,NA,"PM10","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Plantains",NA,NA,"PM2.5","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Plantains",NA,NA,"BC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Plantains",NA,NA,"OC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Plantains",NA,NA,"CH4","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Potatoes and products",NA,NA,"CO","kg y-1",474836.6746875
"Nigeria",2018,"crops","crop residue burning","Potatoes and products",NA,NA,"NOx","kg y-1",16373.6784375
"Nigeria",2018,"crops","crop residue burning","Potatoes and products",NA,NA,"SO2","kg y-1",3417.1155
"Nigeria",2018,"crops","crop residue burning","Potatoes and products",NA,NA,"NMVOC","kg y-1",3559.4953125
"Nigeria",2018,"crops","crop residue burning","Potatoes and products",NA,NA,"NH3","kg y-1",17085.5775
"Nigeria",2018,"crops","crop residue burning","Potatoes and products",NA,NA,"PM10","kg y-1",40578.2465625
"Nigeria",2018,"crops","crop residue burning","Potatoes and products",NA,NA,"PM2.5","kg y-1",38442.549375
"Nigeria",2018,"crops","crop residue burning","Potatoes and products",NA,NA,"BC","kg y-1",3559.4953125
"Nigeria",2018,"crops","crop residue burning","Potatoes and products",NA,NA,"OC","kg y-1",23492.6690625
"Nigeria",2018,"crops","crop residue burning","Potatoes and products",NA,NA,"CH4","kg y-1",19221.2746875
"Nigeria",2018,"crops","crop residue burning","Pulses",NA,NA,"CO","kg y-1",48521247.1868437
"Nigeria",2018,"crops","crop residue burning","Pulses",NA,NA,"NOx","kg y-1",1673146.45471875
"Nigeria",2018,"crops","crop residue burning","Pulses",NA,NA,"SO2","kg y-1",349178.39055
"Nigeria",2018,"crops","crop residue burning","Pulses",NA,NA,"NMVOC","kg y-1",363727.49015625
"Nigeria",2018,"crops","crop residue burning","Pulses",NA,NA,"NH3","kg y-1",1745891.95275
"Nigeria",2018,"crops","crop residue burning","Pulses",NA,NA,"PM10","kg y-1",4146493.38778125
"Nigeria",2018,"crops","crop residue burning","Pulses",NA,NA,"PM2.5","kg y-1",3928256.8936875
"Nigeria",2018,"crops","crop residue burning","Pulses",NA,NA,"BC","kg y-1",363727.49015625
"Nigeria",2018,"crops","crop residue burning","Pulses",NA,NA,"OC","kg y-1",2400601.43503125
"Nigeria",2018,"crops","crop residue burning","Pulses",NA,NA,"CH4","kg y-1",1964128.44684375
"Nigeria",2018,"crops","crop residue burning","Rape and Mustard Oil",NA,NA,"CO","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Rape and Mustard Oil",NA,NA,"NOx","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Rape and Mustard Oil",NA,NA,"SO2","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Rape and Mustard Oil",NA,NA,"NMVOC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Rape and Mustard Oil",NA,NA,"NH3","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Rape and Mustard Oil",NA,NA,"PM10","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Rape and Mustard Oil",NA,NA,"PM2.5","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Rape and Mustard Oil",NA,NA,"BC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Rape and Mustard Oil",NA,NA,"OC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Rape and Mustard Oil",NA,NA,"CH4","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Rape and Mustardseed",NA,NA,"CO","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Rape and Mustardseed",NA,NA,"NOx","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Rape and Mustardseed",NA,NA,"SO2","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Rape and Mustardseed",NA,NA,"NMVOC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Rape and Mustardseed",NA,NA,"NH3","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Rape and Mustardseed",NA,NA,"PM10","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Rape and Mustardseed",NA,NA,"PM2.5","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Rape and Mustardseed",NA,NA,"BC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Rape and Mustardseed",NA,NA,"OC","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Rape and Mustardseed",NA,NA,"CH4","kg y-1",0
"Nigeria",2018,"crops","crop residue burning","Rice and products",NA,NA,"CO","kg y-1",87359854.5836343
"Nigeria",2018,"crops","crop residue burning","Rice and products",NA,NA,"NOx","kg y-1",3559654.5161413
"Nigeria",2018,"crops","crop residue burning","Rice and products",NA,NA,"SO2","kg y-1",444956.814517662
"Nigeria",2018,"crops","crop residue burning","Rice and products",NA,NA,"NMVOC","kg y-1",9344093.10487091
"Nigeria",2018,"crops","crop residue burning","Rice and products",NA,NA,"NH3","kg y-1",3559654.5161413
"Nigeria",2018,"crops","crop residue burning","Rice and products",NA,NA,"PM10","kg y-1",8602498.41400814
"Nigeria",2018,"crops","crop residue burning","Rice and products",NA,NA,"PM2.5","kg y-1",8157541.59949047
"Nigeria",2018,"crops","crop residue burning","Rice and products",NA,NA,"BC","kg y-1",741594.69086277
"Nigeria",2018,"crops","crop residue burning","Rice and products",NA,NA,"OC","kg y-1",4894524.95969428
"Nigeria",2018,"crops","crop residue burning","Rice and products",NA,NA,"CH4","kg y-1",4004611.33065896
