"country","year","risk","disease","age","sex","mean","median","p2.5","p97.5"
NA,NA,"overweight","Liver cancer due to hepatitis B","70-74","male",4.81446730295915,4.91917269795018,1.77493278392666,7.2075277207131
NA,NA,"overweight","Liver cancer due to hepatitis B","75-79","male",3.19804811917373,3.2415879185634,1.41695406295471,4.64931941316216
NA,NA,"overweight","Liver cancer due to hepatitis B","80-84","male",1.30893550012995,1.342900063114,0.521873538067682,1.97162382477834
NA,NA,"overweight","Liver cancer due to hepatitis B","85-89","male",0.336852870860548,0.346424508152006,0.13682267820237,0.493344836110875
NA,NA,"overweight","Liver cancer due to hepatitis B","90-94","male",0.0510781143674621,0.0527677894976256,0.01910385709701,0.0750119669488915
NA,NA,"overweight","Liver cancer due to hepatitis B","95-99","male",0,0,0,0
NA,NA,"overweight","Liver cancer due to hepatitis B","100+","male",0,0,0,0
NA,NA,"overweight","Liver cancer due to hepatitis C","25-29","male",0.00523100563527774,0.00538229842499501,0.0019193565378267,0.00775279669291314
NA,NA,"overweight","Liver cancer due to hepatitis C","30-34","male",0.013083480474966,0.013432422146466,0.00528836368465812,0.0193738306274259
NA,NA,"overweight","Liver cancer due to hepatitis C","35-39","male",0.0324564143684244,0.0327790379752051,0.014162150274414,0.0480658683339563
NA,NA,"overweight","Liver cancer due to hepatitis C","40-44","male",0.0739381019888171,0.0752137013217649,0.0295113455105375,0.110467443150811
NA,NA,"overweight","Liver cancer due to hepatitis C","45-49","male",0.148587355169359,0.15275557107787,0.0569079032590601,0.221165536203207
NA,NA,"overweight","Liver cancer due to hepatitis C","50-54","male",0.316361442834657,0.319592274983686,0.123193639858106,0.472562095013919
NA,NA,"overweight","Liver cancer due to hepatitis C","55-59","male",0.638858350852268,0.658719077785595,0.249743341976885,0.945678955224708
NA,NA,"overweight","Liver cancer due to hepatitis C","60-64","male",0.874874963423061,0.893929048166827,0.346162529410618,1.32766476351467
NA,NA,"overweight","Liver cancer due to hepatitis C","65-69","male",1.20537758634013,1.21606577076867,0.515429301081483,1.80661862909218
NA,NA,"overweight","Liver cancer due to hepatitis C","70-74","male",1.45577739945115,1.48459746696301,0.605433430654789,2.14525104513999
NA,NA,"overweight","Liver cancer due to hepatitis C","75-79","male",1.23399233311906,1.25778461709336,0.464979983500903,1.83726524906609
NA,NA,"overweight","Liver cancer due to hepatitis C","80-84","male",0.825024241711044,0.845212196341731,0.326996670801769,1.20854298428235
NA,NA,"overweight","Liver cancer due to hepatitis C","85-89","male",0.205106755048135,0.210013244775932,0.0826006478016717,0.301065484396058
NA,NA,"overweight","Liver cancer due to hepatitis C","90-94","male",0.0319746778826871,0.0325474664536103,0.0128312169346975,0.0468179017835963
NA,NA,"overweight","Liver cancer due to hepatitis C","95-99","male",0,0,0,0
NA,NA,"overweight","Liver cancer due to hepatitis C","100+","male",0,0,0,0
NA,NA,"overweight","Low back pain","25-29","male",0,0,0,0
NA,NA,"overweight","Low back pain","30-34","male",0,0,0,0
NA,NA,"overweight","Low back pain","35-39","male",0,0,0,0
NA,NA,"overweight","Low back pain","40-44","male",0,0,0,0
NA,NA,"overweight","Low back pain","45-49","male",0,0,0,0
NA,NA,"overweight","Low back pain","50-54","male",0,0,0,0
NA,NA,"overweight","Low back pain","55-59","male",0,0,0,0
NA,NA,"overweight","Low back pain","60-64","male",0,0,0,0
NA,NA,"overweight","Low back pain","65-69","male",0,0,0,0
NA,NA,"overweight","Low back pain","70-74","male",0,0,0,0
NA,NA,"overweight","Low back pain","75-79","male",0,0,0,0
NA,NA,"overweight","Low back pain","80-84","male",0,0,0,0
NA,NA,"overweight","Low back pain","85-89","male",0,0,0,0
NA,NA,"overweight","Low back pain","90-94","male",0,0,0,0
NA,NA,"overweight","Low back pain","95-99","male",0,0,0,0
NA,NA,"overweight","Low back pain","100+","male",0,0,0,0
NA,NA,"overweight","Multiple myeloma","25-29","male",0.0162066613021291,0.016326497870141,0.00593730444673395,0.0262791757245182
NA,NA,"overweight","Multiple myeloma","30-34","male",0.0556070522240434,0.0557872568360503,0.020242472089202,0.0902015201438514
NA,NA,"overweight","Multiple myeloma","35-39","male",0.122751212657139,0.12513994143249,0.0379722701156636,0.197893162228346
NA,NA,"overweight","Multiple myeloma","40-44","male",0.237916146519399,0.24111060708448,0.0739653993550433,0.377041765136249
NA,NA,"overweight","Multiple myeloma","45-49","male",0.319411404903953,0.320727723675241,0.101354080748135,0.517268293382356
NA,NA,"overweight","Multiple myeloma","50-54","male",0.504350729515229,0.514070787358296,0.140155926896874,0.824624157237888
NA,NA,"overweight","Multiple myeloma","55-59","male",0.6720527183324,0.679721598016692,0.15591043282159,1.09074116709097
NA,NA,"overweight","Multiple myeloma","60-64","male",0.812129872011223,0.822519592490548,0.258048685822104,1.31291003981732
NA,NA,"overweight","Multiple myeloma","65-69","male",0.850415051968594,0.867812690554611,0.260819376954461,1.40516219773869
NA,NA,"overweight","Multiple myeloma","70-74","male",0.684354908338295,0.698326559098083,0.222613199121138,1.09962289867015
NA,NA,"overweight","Multiple myeloma","75-79","male",0.434582778647276,0.44108027307586,0.146714469292558,0.73381029673111
NA,NA,"overweight","Multiple myeloma","80-84","male",0.146851978582387,0.145003068836301,0.0458346210462196,0.246878865903174
NA,NA,"overweight","Multiple myeloma","85-89","male",0.0379284574260018,0.0382627255318421,0.012203472750868,0.0605551154177868
NA,NA,"overweight","Multiple myeloma","90-94","male",0.00577414028360753,0.00580180365874569,0.00174827607844542,0.00927219823485361
NA,NA,"overweight","Multiple myeloma","95-99","male",0,0,0,0
NA,NA,"overweight","Multiple myeloma","100+","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis hip","25-29","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis hip","30-34","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis hip","35-39","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis hip","40-44","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis hip","45-49","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis hip","50-54","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis hip","55-59","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis hip","60-64","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis hip","65-69","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis hip","70-74","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis hip","75-79","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis hip","80-84","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis hip","85-89","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis hip","90-94","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis hip","95-99","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis hip","100+","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis knee","25-29","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis knee","30-34","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis knee","35-39","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis knee","40-44","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis knee","45-49","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis knee","50-54","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis knee","55-59","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis knee","60-64","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis knee","65-69","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis knee","70-74","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis knee","75-79","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis knee","80-84","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis knee","85-89","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis knee","90-94","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis knee","95-99","male",0,0,0,0
NA,NA,"overweight","Osteoarthritis knee","100+","male",0,0,0,0
NA,NA,"overweight","Other leukemia","25-29","male",0.11079956903589,0.111202943996846,0.0695426563237892,0.149798332607938
NA,NA,"overweight","Other leukemia","30-34","male",0.930973507893638,0.942082920808064,0.598234795989595,1.25154801739325
NA,NA,"overweight","Other leukemia","35-39","male",0.76289272849983,0.762779016387285,0.487881515111239,1.03120750332267
NA,NA,"overweight","Other leukemia","40-44","male",0.194151400900536,0.195906643580592,0.120745879742497,0.26031164181744
NA,NA,"overweight","Other leukemia","45-49","male",0.759637769352489,0.758643206849282,0.485253006117675,1.02864548943005
NA,NA,"overweight","Other leukemia","50-54","male",0.951184003409881,0.946467936117281,0.613492859736737,1.28989484961982
NA,NA,"overweight","Other leukemia","55-59","male",0.916447323974992,0.925064627343874,0.582941981706406,1.2359143665905
NA,NA,"overweight","Other leukemia","60-64","male",1.41488492789317,1.41752163291518,0.921051917372108,1.88852352187748
NA,NA,"overweight","Other leukemia","65-69","male",1.54185036197316,1.55528353946193,1.00593156103198,2.09539921756611
NA,NA,"overweight","Other leukemia","70-74","male",0.333706513586432,0.33392836433787,0.207621664621741,0.447340941027541
NA,NA,"overweight","Other leukemia","75-79","male",0.806763313397813,0.802376597879485,0.524683778975745,1.09370846819019
NA,NA,"overweight","Other leukemia","80-84","male",0.297094060697093,0.298048685651378,0.190887813739272,0.394297192269024
NA,NA,"overweight","Other leukemia","85-89","male",0.0748022554975468,0.074859464593424,0.0475590971078249,0.100812205315208
NA,NA,"overweight","Other leukemia","90-94","male",0.0114712796206835,0.011538588242511,0.00692432661582435,0.01536909331561
NA,NA,"overweight","Other leukemia","95-99","male",0,0,0,0
NA,NA,"overweight","Other leukemia","100+","male",0,0,0,0
NA,NA,"overweight","Ovarian cancer","25-29","male",0,0,0,0
NA,NA,"overweight","Ovarian cancer","30-34","male",0,0,0,0
NA,NA,"overweight","Ovarian cancer","35-39","male",0,0,0,0
NA,NA,"overweight","Ovarian cancer","40-44","male",0,0,0,0
NA,NA,"overweight","Ovarian cancer","45-49","male",0,0,0,0
NA,NA,"overweight","Ovarian cancer","50-54","male",0,0,0,0
NA,NA,"overweight","Ovarian cancer","55-59","male",0,0,0,0
NA,NA,"overweight","Ovarian cancer","60-64","male",0,0,0,0
NA,NA,"overweight","Ovarian cancer","65-69","male",0,0,0,0
NA,NA,"overweight","Ovarian cancer","70-74","male",0,0,0,0
NA,NA,"overweight","Ovarian cancer","75-79","male",0,0,0,0
NA,NA,"overweight","Ovarian cancer","80-84","male",0,0,0,0
NA,NA,"overweight","Ovarian cancer","85-89","male",0,0,0,0
NA,NA,"overweight","Ovarian cancer","90-94","male",0,0,0,0
NA,NA,"overweight","Ovarian cancer","95-99","male",0,0,0,0
NA,NA,"overweight","Ovarian cancer","100+","male",0,0,0,0
NA,NA,"overweight","Pancreatic cancer","25-29","male",0.0602506913946542,0.0617965969875384,-0.00717051075876659,0.123675991878319
NA,NA,"overweight","Pancreatic cancer","30-34","male",0.190564482560125,0.193991775537168,-0.0120232280573246,0.389070600167958
NA,NA,"overweight","Pancreatic cancer","35-39","male",0.374981658769587,0.385899674146168,-0.0537738575887416,0.748798242811867
NA,NA,"overweight","Pancreatic cancer","40-44","male",0.567463053808314,0.568426800537829,-0.0465974174199255,1.14167308324637
NA,NA,"overweight","Pancreatic cancer","45-49","male",1.03966422714999,1.05588784682812,-0.128122012003429,2.07080332979635
NA,NA,"overweight","Pancreatic cancer","50-54","male",1.50571946374935,1.515814082618,-0.139321406542068,3.0691089183693
NA,NA,"overweight","Pancreatic cancer","55-59","male",2.20205093915212,2.28866728366307,-0.209591607838573,4.34004450867787
NA,NA,"overweight","Pancreatic cancer","60-64","male",2.69244264418707,2.76491401743864,-0.188661138266666,5.11753383325764
NA,NA,"overweight","Pancreatic cancer","65-69","male",3.24722696055899,3.36200875218748,-0.266122680809621,6.50296456786514
NA,NA,"overweight","Pancreatic cancer","70-74","male",2.84329212622286,2.90342628977213,-0.3111788358644,5.67159322213935
NA,NA,"overweight","Pancreatic cancer","75-79","male",2.52638499126144,2.59698228117172,-0.463366797431908,4.93714506619876
NA,NA,"overweight","Pancreatic cancer","80-84","male",1.1291947466443,1.13556543105613,-0.0429852365898604,2.18882528330998
NA,NA,"overweight","Pancreatic cancer","85-89","male",0.286175493667954,0.288278238087408,-0.0421314493494049,0.570515388135137
NA,NA,"overweight","Pancreatic cancer","90-94","male",0.0451323238075012,0.046763757754777,-0.00109588237581703,0.0881298701164325
NA,NA,"overweight","Pancreatic cancer","95-99","male",0,0,0,0
NA,NA,"overweight","Pancreatic cancer","100+","male",0,0,0,0
NA,NA,"overweight","Subarachnoid hemorrhage","25-29","male",2.31407723307559,2.45558571420023,0.884779908284335,2.87502852496046
NA,NA,"overweight","Subarachnoid hemorrhage","30-34","male",4.28348820986764,4.64177403334635,1.49293087264918,5.44829124284274
NA,NA,"overweight","Subarachnoid hemorrhage","35-39","male",5.61320758966299,5.85594735810022,2.08978782259222,6.8762167893817
NA,NA,"overweight","Subarachnoid hemorrhage","40-44","male",8.27234886518481,9.1050976353888,2.80213935541627,10.8147759524695
NA,NA,"overweight","Subarachnoid hemorrhage","45-49","male",8.26475264902653,8.77140505589117,3.20442253816401,10.3398360325319
NA,NA,"overweight","Subarachnoid hemorrhage","50-54","male",9.35800829219415,9.88495468090201,3.82363321448421,11.7170694929624
NA,NA,"overweight","Subarachnoid hemorrhage","55-59","male",11.3555937980864,12.2832243462591,4.70090562696666,14.3381666042015
NA,NA,"overweight","Subarachnoid hemorrhage","60-64","male",8.93368757866603,9.58269815809159,2.41735247923489,11.3400110585489
NA,NA,"overweight","Subarachnoid hemorrhage","65-69","male",10.3907775949,11.1826533184996,3.47021208904282,13.1880100817149
NA,NA,"overweight","Subarachnoid hemorrhage","70-74","male",5.10705649246003,9.05696970035876,1.04034927687845,10.6718655994229
NA,NA,"overweight","Subarachnoid hemorrhage","75-79","male",6.56162375378087,6.87229590890293,2.21177362172915,8.05883107379231
NA,NA,"overweight","Subarachnoid hemorrhage","80-84","male",3.63994030671347,3.80899630221815,1.22270103670972,4.5108453439881
NA,NA,"overweight","Subarachnoid hemorrhage","85-89","male",0.904643713957381,0.967509816113498,0.312209237006472,1.1409753062517
NA,NA,"overweight","Subarachnoid hemorrhage","90-94","male",0.140321905740886,0.149572363022183,0.043469216729135,0.176595853065176
NA,NA,"overweight","Subarachnoid hemorrhage","95-99","male",0,0,0,0
NA,NA,"overweight","Subarachnoid hemorrhage","100+","male",0,0,0,0
NA,NA,"overweight","Thyroid cancer","25-29","male",0.0331818874662652,0.0336902397347422,0.011560735566389,0.0511187659434799
NA,NA,"overweight","Thyroid cancer","30-34","male",0.0413694886932194,0.0421333341960601,0.0149946149744978,0.0654413084588088
NA,NA,"overweight","Thyroid cancer","35-39","male",0.0694349467895132,0.0708080290753466,0.0214295837259011,0.107924480594088
NA,NA,"overweight","Thyroid cancer","40-44","male",0.131024829124069,0.13437349848552,0.0446903251386001,0.200765054918246
NA,NA,"overweight","Thyroid cancer","45-49","male",0.15506981753257,0.159391225881844,0.0517587410526584,0.237727316985349
NA,NA,"overweight","Thyroid cancer","50-54","male",0.253682961362773,0.261070166059175,0.085511978999958,0.396746211495751
NA,NA,"overweight","Thyroid cancer","55-59","male",0.325835082132353,0.330358437890015,0.121160398822857,0.510050615915929
NA,NA,"overweight","Thyroid cancer","60-64","male",0.362946401399152,0.368481317893859,0.132513445759896,0.571750741254899
NA,NA,"overweight","Thyroid cancer","65-69","male",0.368427715824303,0.375869262682976,0.122104558107824,0.572885890627769
NA,NA,"overweight","Thyroid cancer","70-74","male",0.363862324876229,0.366261925696296,0.142683890777406,0.567095813921223
NA,NA,"overweight","Thyroid cancer","75-79","male",0.312170583385596,0.315338467841511,0.121851522782055,0.476284172035801
NA,NA,"overweight","Thyroid cancer","80-84","male",0.137949688598448,0.142743531660185,0.0406723480900719,0.216059694205402
NA,NA,"overweight","Thyroid cancer","85-89","male",0.0350787942537922,0.0354895083905904,0.0123361421912345,0.0553049795530521
NA,NA,"overweight","Thyroid cancer","90-94","male",0.00544935026728818,0.00553214378723379,0.00195349682768154,0.00831280694546011
NA,NA,"overweight","Thyroid cancer","95-99","male",0,0,0,0
NA,NA,"overweight","Thyroid cancer","100+","male",0,0,0,0
NA,NA,"overweight","Uterine cancer","25-29","male",0,0,0,0
NA,NA,"overweight","Uterine cancer","30-34","male",0,0,0,0
NA,NA,"overweight","Uterine cancer","35-39","male",0,0,0,0
NA,NA,"overweight","Uterine cancer","40-44","male",0,0,0,0
NA,NA,"overweight","Uterine cancer","45-49","male",0,0,0,0
NA,NA,"overweight","Uterine cancer","50-54","male",0,0,0,0
NA,NA,"overweight","Uterine cancer","55-59","male",0,0,0,0
NA,NA,"overweight","Uterine cancer","60-64","male",0,0,0,0
NA,NA,"overweight","Uterine cancer","65-69","male",0,0,0,0
NA,NA,"overweight","Uterine cancer","70-74","male",0,0,0,0
NA,NA,"overweight","Uterine cancer","75-79","male",0,0,0,0
NA,NA,"overweight","Uterine cancer","80-84","male",0,0,0,0
NA,NA,"overweight","Uterine cancer","85-89","male",0,0,0,0
NA,NA,"overweight","Uterine cancer","90-94","male",0,0,0,0
NA,NA,"overweight","Uterine cancer","95-99","male",0,0,0,0
NA,NA,"overweight","Uterine cancer","100+","male",0,0,0,0
NA,NA,"overweight","Acute lymphoid leukemia","25-29","female",0.40260855997838,0.405542113630481,0.181916177578734,0.604404747383453
NA,NA,"overweight","Acute lymphoid leukemia","30-34","female",0.0270749579278256,0.0274224413220524,0.012397945096843,0.039837122773255
NA,NA,"overweight","Acute lymphoid leukemia","35-39","female",0.214306560038203,0.21690931658195,0.101153133739898,0.318598966188819
NA,NA,"overweight","Acute lymphoid leukemia","40-44","female",0.275491684488995,0.278825274059087,0.129118850365768,0.403155031131137
NA,NA,"overweight","Acute lymphoid leukemia","45-49","female",0.0881146836932207,0.088205699183979,0.0402789051194451,0.130416803778816
NA,NA,"overweight","Acute lymphoid leukemia","50-54","female",0.0310946388878703,0.0313077946553504,0.0142998600769064,0.044885562964222
NA,NA,"overweight","Acute lymphoid leukemia","55-59","female",0.0769261269775176,0.0769622530586116,0.0393171629498248,0.115106476203817
NA,NA,"overweight","Acute lymphoid leukemia","60-64","female",0.0107355815005998,0.0107999416991792,0.0051466934799511,0.0158409680505303
NA,NA,"overweight","Acute lymphoid leukemia","65-69","female",0.0661518725229807,0.0660517014801053,0.0352196985949505,0.0979116179541887
NA,NA,"overweight","Acute lymphoid leukemia","70-74","female",0.0248905035723908,0.0254213759065145,0.0115512209795984,0.0361395400306302
NA,NA,"overweight","Acute lymphoid leukemia","75-79","female",0.00351463786773134,0.00355364431918369,0.00164879721226025,0.00519616774449211
NA,NA,"overweight","Acute lymphoid leukemia","80-84","female",0.00883774540348406,0.00884534474447702,0.00470489508474335,0.0132117969548744
NA,NA,"overweight","Acute lymphoid leukemia","85-89","female",0.00230898941805308,0.00231972647134308,0.00112922844868992,0.0034044733097999
NA,NA,"overweight","Acute lymphoid leukemia","90-94","female",0.000390137813595504,0.000396833980750551,0.000188014525308178,0.00058313174020409
NA,NA,"overweight","Acute lymphoid leukemia","95-99","female",4.88806145190308e-05,4.93758554796679e-05,2.36527428529679e-05,7.2415881048071e-05
NA,NA,"overweight","Acute lymphoid leukemia","100+","female",0,0,0,0
NA,NA,"overweight","Acute myeloid leukemia","25-29","female",0.0814351819948922,0.0817224038129228,0.0376334188476063,0.119611703796239
NA,NA,"overweight","Acute myeloid leukemia","30-34","female",0.0463555145641689,0.0472109779122305,0.0205056505268011,0.0684608472747519
NA,NA,"overweight","Acute myeloid leukemia","35-39","female",0.211931947538146,0.213815238274634,0.103532127193921,0.311632588400844
NA,NA,"overweight","Acute myeloid leukemia","40-44","female",0.0697635234732704,0.0702975949835629,0.032134654387511,0.104279197193256
NA,NA,"overweight","Acute myeloid leukemia","45-49","female",0.257239621159729,0.258436804301491,0.130216264591101,0.379384638596375
NA,NA,"overweight","Acute myeloid leukemia","50-54","female",0.0845508388397434,0.0853053661939607,0.0374352095572836,0.12608154487193
NA,NA,"overweight","Acute myeloid leukemia","55-59","female",0.208149376099314,0.209561724363505,0.093732407598693,0.311656876131419
NA,NA,"overweight","Acute myeloid leukemia","60-64","female",0.0264540815919229,0.026323487249689,0.0130792081427234,0.0392329145218601
NA,NA,"overweight","Acute myeloid leukemia","65-69","female",0.163808571966784,0.166108692822606,0.0815882699239501,0.24376432225008
NA,NA,"overweight","Acute myeloid leukemia","70-74","female",0.658025222572542,0.671569393366506,0.311899851486369,0.964953594813817
NA,NA,"overweight","Acute myeloid leukemia","75-79","female",0.00739116697227138,0.0074585248531526,0.00353665501196001,0.0108252101944539
NA,NA,"overweight","Acute myeloid leukemia","80-84","female",0.0203670799021439,0.0204803815707232,0.00929679852462682,0.0302771410942565
NA,NA,"overweight","Acute myeloid leukemia","85-89","female",0.00534565629355836,0.00540225980529333,0.00253078413510457,0.00786772921461495
NA,NA,"overweight","Acute myeloid leukemia","90-94","female",0.000921587815719057,0.000914251470962711,0.00046487695602875,0.00135892875656817
NA,NA,"overweight","Acute myeloid leukemia","95-99","female",0.000115905015309693,0.000116843510518212,5.30959180687223e-05,0.000169339284927509
NA,NA,"overweight","Acute myeloid leukemia","100+","female",0,0,0,0
NA,NA,"overweight","Alzheimer's disease and other dementias","25-29","female",0,0,0,0
NA,NA,"overweight","Alzheimer's disease and other dementias","30-34","female",0,0,0,0
NA,NA,"overweight","Alzheimer's disease and other dementias","35-39","female",0,0,0,0
NA,NA,"overweight","Alzheimer's disease and other dementias","40-44","female",0.159404989927949,0.165446319911268,0.0220953628420326,0.258427131164443
NA,NA,"overweight","Alzheimer's disease and other dementias","45-49","female",0.885486658331951,0.906958062551771,0.152683874126734,1.48240438475774
NA,NA,"overweight","Alzheimer's disease and other dementias","50-54","female",1.75559548161896,1.78822410490862,0.367982756250341,2.91287090172886
NA,NA,"overweight","Alzheimer's disease and other dementias","55-59","female",3.21908617441337,3.323418246359,0.388789259386834,5.34115380916437
NA,NA,"overweight","Alzheimer's disease and other dementias","60-64","female",5.93043397478849,6.1193401740732,1.46180635220813,9.73460437569783
NA,NA,"overweight","Alzheimer's disease and other dementias","65-69","female",11.4201039040751,11.6106855459049,3.68920770826172,18.9295236634313
NA,NA,"overweight","Alzheimer's disease and other dementias","70-74","female",18.8430643652408,19.3135721575843,4.23666590094549,30.3793441909394
NA,NA,"overweight","Alzheimer's disease and other dementias","75-79","female",26.5088223916344,26.7860721098145,5.75318905715847,44.0264078470584
NA,NA,"overweight","Alzheimer's disease and other dementias","80-84","female",72.9460583686143,74.8471539781081,10.741445074937,119.239107756222
NA,NA,"overweight","Alzheimer's disease and other dementias","85-89","female",19.5652445321942,20.0835974296471,4.23838699115541,31.5696788147918
NA,NA,"overweight","Alzheimer's disease and other dementias","90-94","female",3.29403964458729,3.38499391749498,0.774346408454423,5.44802307102833
NA,NA,"overweight","Alzheimer's disease and other dementias","95-99","female",0.414723065487851,0.424883462766114,0.0666019573530428,0.667995373853187
NA,NA,"overweight","Alzheimer's disease and other dementias","100+","female",0,0,0,0
NA,NA,"overweight","Asthma","25-29","female",4.15706803054383,4.17236736700729,3.06448568934975,5.07177454046604
NA,NA,"overweight","Asthma","30-34","female",5.14427167392257,5.17771848328703,3.88985653689126,6.23597033918599
NA,NA,"overweight","Asthma","35-39","female",7.18608303433925,7.2012745128875,5.48826358948354,8.78524789240081
NA,NA,"overweight","Asthma","40-44","female",9.44323041885148,9.48224255052308,7.33492313039234,11.4474723663792
NA,NA,"overweight","Asthma","45-49","female",15.1046226694841,15.1853114485234,11.3945520638045,18.3172337817209
NA,NA,"overweight","Asthma","50-54","female",16.028594062842,16.1350663588239,11.8566603360184,19.4746561667775
NA,NA,"overweight","Asthma","55-59","female",30.6460347545454,30.8732250319122,23.3628797907085,37.538096490713
NA,NA,"overweight","Asthma","60-64","female",35.4741155563205,35.7699382898292,26.5285187442674,43.4890135135212
NA,NA,"overweight","Asthma","65-69","female",26.9907829946718,27.115434309693,20.5204008656636,33.0553727450304
NA,NA,"overweight","Asthma","70-74","female",33.6173099210609,33.9205331349968,25.1871809981316,40.8952143495772
NA,NA,"overweight","Asthma","75-79","female",28.5425134085354,28.7117799851875,21.3867510706954,34.7964404944842
NA,NA,"overweight","Asthma","80-84","female",22.8737182729695,22.9946353586635,17.2417669090083,27.6595395675005
NA,NA,"overweight","Asthma","85-89","female",6.10038587271615,6.15675462567076,4.58703338103486,7.42270901732428
NA,NA,"overweight","Asthma","90-94","female",1.03434752340523,1.04473209090557,0.76361060803584,1.25875704402045
NA,NA,"overweight","Asthma","95-99","female",0.128379819683839,0.128741241897152,0.0971310409477025,0.155705108001995
NA,NA,"overweight","Asthma","100+","female",0,0,0,0
NA,NA,"overweight","Atrial fibrillation and flutter","25-29","female",0,0,0,0
NA,NA,"overweight","Atrial fibrillation and flutter","30-34","female",0.0250568218364216,0.0253813747111029,0.0172390929383361,0.0312511019428629
NA,NA,"overweight","Atrial fibrillation and flutter","35-39","female",0.0251057854626275,0.0253021517360251,0.0177286592855673,0.0314294240753417
NA,NA,"overweight","Atrial fibrillation and flutter","40-44","female",0.0797796181760223,0.0807834165929819,0.0566231402572973,0.100168114411473
NA,NA,"overweight","Atrial fibrillation and flutter","45-49","female",0.175852256473258,0.178564645744564,0.118924661735646,0.21857514911779
NA,NA,"overweight","Atrial fibrillation and flutter","50-54","female",0.439840062730749,0.441293749521064,0.31252922408008,0.561279754253924
NA,NA,"overweight","Atrial fibrillation and flutter","55-59","female",1.06530158996765,1.07194296518274,0.76369532857948,1.33282549923952
NA,NA,"overweight","Atrial fibrillation and flutter","60-64","female",2.11218249805997,2.1279067147248,1.46738161961792,2.66778440820975
NA,NA,"overweight","Atrial fibrillation and flutter","65-69","female",3.81902388311897,3.85915165878934,2.69143873489719,4.8701979282653
NA,NA,"overweight","Atrial fibrillation and flutter","70-74","female",6.62902026861139,6.64787005524051,4.83356417471096,8.26694639728604
NA,NA,"overweight","Atrial fibrillation and flutter","75-79","female",10.4269230157509,10.5429325938702,7.35355305321027,12.9087293124714
NA,NA,"overweight","Atrial fibrillation and flutter","80-84","female",21.1139945781229,21.1969578537742,15.0865497616324,26.3196465147388
NA,NA,"overweight","Atrial fibrillation and flutter","85-89","female",5.54981503286476,5.58248468749484,3.85562186480137,7.03001941667729
NA,NA,"overweight","Atrial fibrillation and flutter","90-94","female",0.948494323535607,0.954788028926781,0.672151359351778,1.18508658038744
NA,NA,"overweight","Atrial fibrillation and flutter","95-99","female",0.118779499422638,0.119830689763695,0.0833558213322155,0.150582163402407
NA,NA,"overweight","Atrial fibrillation and flutter","100+","female",0,0,0,0
NA,NA,"overweight","Breast cancer","25-29","female",1.46449182250962,1.47332828359914,0.701444515873333,2.29476294824367
NA,NA,"overweight","Breast cancer","30-34","female",4.90416414104476,4.89460723637926,2.27448107812902,7.36584251344558
NA,NA,"overweight","Breast cancer","35-39","female",11.7557527973641,11.8851491884172,5.30738042724328,17.9868588022208
NA,NA,"overweight","Breast cancer","40-44","female",17.0745773320177,17.1761941961547,8.78018051784912,25.3266760417495
NA,NA,"overweight","Breast cancer","45-49","female",23.4462350099803,23.7114864010162,11.0749417225021,36.3173574590132
NA,NA,"overweight","Breast cancer","50-54","female",28.7259934487886,29.1059421922899,12.2719397383744,43.9949468831691
NA,NA,"overweight","Breast cancer","55-59","female",30.2654270905774,30.3680373415385,13.4556387121061,45.5635937148189
NA,NA,"overweight","Breast cancer","60-64","female",29.8759674858356,30.1337314686557,13.1451534957382,45.2383760543891
NA,NA,"overweight","Breast cancer","65-69","female",26.9610957420886,27.1205656721418,12.3085147182633,41.6613941539845
NA,NA,"overweight","Breast cancer","70-74","female",21.9426729080774,22.3103619107173,9.42871052214601,33.8468827328046
