"country","year","risk","disease","age","sex","mean","median","p2.5","p97.5"
NA,NA,"overweight","Atrial fibrillation and flutter","45-49","male",0.195053824678387,0.196564852901641,0.139170376968406,0.239525460993035
NA,NA,"overweight","Atrial fibrillation and flutter","50-54","male",0.369901880224859,0.372890882511486,0.273355269887535,0.455093000461991
NA,NA,"overweight","Atrial fibrillation and flutter","55-59","male",0.842513703328326,0.849682798787328,0.593848059651679,1.05062091967854
NA,NA,"overweight","Atrial fibrillation and flutter","60-64","male",1.38895419632169,1.39788614223211,1.02457664311942,1.74332103398279
NA,NA,"overweight","Atrial fibrillation and flutter","65-69","male",2.29617879954677,2.31476173897801,1.66390621295319,2.85573882604658
NA,NA,"overweight","Atrial fibrillation and flutter","70-74","male",4.03190709921582,4.04814558310698,2.88889037779441,5.03072540182454
NA,NA,"overweight","Atrial fibrillation and flutter","75-79","male",6.30021820043786,6.35432149484858,4.56436662973307,7.87743191024822
NA,NA,"overweight","Atrial fibrillation and flutter","80-84","male",11.5100835800222,11.5205457891156,8.30804256577967,14.3371653807519
NA,NA,"overweight","Atrial fibrillation and flutter","85-89","male",2.91943380346359,2.94921405156019,2.07474253864325,3.62957404234501
NA,NA,"overweight","Atrial fibrillation and flutter","90-94","male",0.447228319858436,0.449536396215909,0.316467762775618,0.55816183261007
NA,NA,"overweight","Atrial fibrillation and flutter","95-99","male",0,0,0,0
NA,NA,"overweight","Atrial fibrillation and flutter","100+","male",0,0,0,0
NA,NA,"overweight","Breast cancer","25-29","male",0,0,0,0
NA,NA,"overweight","Breast cancer","30-34","male",0,0,0,0
NA,NA,"overweight","Breast cancer","35-39","male",0,0,0,0
NA,NA,"overweight","Breast cancer","40-44","male",0,0,0,0
NA,NA,"overweight","Breast cancer","45-49","male",0,0,0,0
NA,NA,"overweight","Breast cancer","50-54","male",0,0,0,0
NA,NA,"overweight","Breast cancer","55-59","male",0,0,0,0
NA,NA,"overweight","Breast cancer","60-64","male",0,0,0,0
NA,NA,"overweight","Breast cancer","65-69","male",0,0,0,0
NA,NA,"overweight","Breast cancer","70-74","male",0,0,0,0
NA,NA,"overweight","Breast cancer","75-79","male",0,0,0,0
NA,NA,"overweight","Breast cancer","80-84","male",0,0,0,0
NA,NA,"overweight","Breast cancer","85-89","male",0,0,0,0
NA,NA,"overweight","Breast cancer","90-94","male",0,0,0,0
NA,NA,"overweight","Breast cancer","95-99","male",0,0,0,0
NA,NA,"overweight","Breast cancer","100+","male",0,0,0,0
NA,NA,"overweight","Cataract","25-29","male",0,0,0,0
NA,NA,"overweight","Cataract","30-34","male",0,0,0,0
NA,NA,"overweight","Cataract","35-39","male",0,0,0,0
NA,NA,"overweight","Cataract","40-44","male",0,0,0,0
NA,NA,"overweight","Cataract","45-49","male",0,0,0,0
NA,NA,"overweight","Cataract","50-54","male",0,0,0,0
NA,NA,"overweight","Cataract","55-59","male",0,0,0,0
NA,NA,"overweight","Cataract","60-64","male",0,0,0,0
NA,NA,"overweight","Cataract","65-69","male",0,0,0,0
NA,NA,"overweight","Cataract","70-74","male",0,0,0,0
NA,NA,"overweight","Cataract","75-79","male",0,0,0,0
NA,NA,"overweight","Cataract","80-84","male",0,0,0,0
NA,NA,"overweight","Cataract","85-89","male",0,0,0,0
NA,NA,"overweight","Cataract","90-94","male",0,0,0,0
NA,NA,"overweight","Cataract","95-99","male",0,0,0,0
NA,NA,"overweight","Cataract","100+","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to diabetes mellitus type 2","25-29","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to diabetes mellitus type 2","30-34","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to diabetes mellitus type 2","35-39","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to diabetes mellitus type 2","40-44","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to diabetes mellitus type 2","45-49","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to diabetes mellitus type 2","50-54","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to diabetes mellitus type 2","55-59","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to diabetes mellitus type 2","60-64","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to diabetes mellitus type 2","65-69","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to diabetes mellitus type 2","70-74","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to diabetes mellitus type 2","75-79","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to diabetes mellitus type 2","80-84","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to diabetes mellitus type 2","85-89","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to diabetes mellitus type 2","90-94","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to diabetes mellitus type 2","95-99","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to diabetes mellitus type 2","100+","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to glomerulonephritis","25-29","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to glomerulonephritis","30-34","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to glomerulonephritis","35-39","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to glomerulonephritis","40-44","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to glomerulonephritis","45-49","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to glomerulonephritis","50-54","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to glomerulonephritis","55-59","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to glomerulonephritis","60-64","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to glomerulonephritis","65-69","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to glomerulonephritis","70-74","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to glomerulonephritis","75-79","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to glomerulonephritis","80-84","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to glomerulonephritis","85-89","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to glomerulonephritis","90-94","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to glomerulonephritis","95-99","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to glomerulonephritis","100+","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to hypertension","25-29","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to hypertension","30-34","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to hypertension","35-39","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to hypertension","40-44","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to hypertension","45-49","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to hypertension","50-54","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to hypertension","55-59","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to hypertension","60-64","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to hypertension","65-69","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to hypertension","70-74","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to hypertension","75-79","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to hypertension","80-84","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to hypertension","85-89","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to hypertension","90-94","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to hypertension","95-99","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to hypertension","100+","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to other and unspecified causes","25-29","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to other and unspecified causes","30-34","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to other and unspecified causes","35-39","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to other and unspecified causes","40-44","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to other and unspecified causes","45-49","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to other and unspecified causes","50-54","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to other and unspecified causes","55-59","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to other and unspecified causes","60-64","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to other and unspecified causes","65-69","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to other and unspecified causes","70-74","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to other and unspecified causes","75-79","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to other and unspecified causes","80-84","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to other and unspecified causes","85-89","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to other and unspecified causes","90-94","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to other and unspecified causes","95-99","male",0,0,0,0
NA,NA,"overweight","Chronic kidney disease due to other and unspecified causes","100+","male",0,0,0,0
NA,NA,"overweight","Chronic lymphoid leukemia","25-29","male",0.0244160522281986,0.0244311780640938,0.0163552733216847,0.0326114269943493
NA,NA,"overweight","Chronic lymphoid leukemia","30-34","male",0.0137810484030961,0.0138580920703144,0.00880858414603931,0.018426068638986
NA,NA,"overweight","Chronic lymphoid leukemia","35-39","male",0.0129607434505691,0.0129747462928268,0.008264627432919,0.0172200603970904
NA,NA,"overweight","Chronic lymphoid leukemia","40-44","male",0.0242731722861856,0.0245025451590966,0.0155892538727362,0.0329986467740054
NA,NA,"overweight","Chronic lymphoid leukemia","45-49","male",0.0376075523736302,0.0375163514268016,0.0239146926833961,0.0512552149735383
NA,NA,"overweight","Chronic lymphoid leukemia","50-54","male",0.0826143852097993,0.0821966164090296,0.0534711793424395,0.110697201931184
NA,NA,"overweight","Chronic lymphoid leukemia","55-59","male",0.149991192115391,0.150542106606758,0.0951342367775805,0.200412683253383
NA,NA,"overweight","Chronic lymphoid leukemia","60-64","male",0.171430216900326,0.171920269983825,0.105570794607853,0.231243336132181
NA,NA,"overweight","Chronic lymphoid leukemia","65-69","male",0.218763158472739,0.219776380756113,0.140838338437851,0.290975777238396
NA,NA,"overweight","Chronic lymphoid leukemia","70-74","male",1.55948470693146,1.56860163238231,1.0112595164805,2.0953463040569
NA,NA,"overweight","Chronic lymphoid leukemia","75-79","male",0.227343415848726,0.228259647017426,0.139534394275859,0.312342981470224
NA,NA,"overweight","Chronic lymphoid leukemia","80-84","male",0.0662249634959893,0.0662524131689717,0.043996016714545,0.0881872470625543
NA,NA,"overweight","Chronic lymphoid leukemia","85-89","male",0.0168223179231594,0.016724155660239,0.0108937784450858,0.0224006034159664
NA,NA,"overweight","Chronic lymphoid leukemia","90-94","male",0.00256610134715156,0.0025747267061666,0.00163611170539178,0.00345789473395306
NA,NA,"overweight","Chronic lymphoid leukemia","95-99","male",0,0,0,0
NA,NA,"overweight","Chronic lymphoid leukemia","100+","male",0,0,0,0
NA,NA,"overweight","Chronic myeloid leukemia","25-29","male",0.68066560212588,0.679007141011027,0.443339775718979,0.907409130734339
NA,NA,"overweight","Chronic myeloid leukemia","30-34","male",0.212795376638856,0.213275092904192,0.1326664996994,0.286727961008088
NA,NA,"overweight","Chronic myeloid leukemia","35-39","male",0.0640259932987785,0.0639744043344663,0.0406924861731465,0.0879592322486423
NA,NA,"overweight","Chronic myeloid leukemia","40-44","male",0.145676518623287,0.146213929542167,0.0934856981833694,0.197772594155827
NA,NA,"overweight","Chronic myeloid leukemia","45-49","male",0.163996652110111,0.165861048580042,0.104171613503204,0.220424856955917
NA,NA,"overweight","Chronic myeloid leukemia","50-54","male",0.184805936793122,0.184802295292319,0.11578185285544,0.253705248696616
NA,NA,"overweight","Chronic myeloid leukemia","55-59","male",0.270797155805132,0.272052927270026,0.169657463495504,0.371973979253947
NA,NA,"overweight","Chronic myeloid leukemia","60-64","male",0.204144151033575,0.204055576831857,0.132140297813593,0.277823683855561
NA,NA,"overweight","Chronic myeloid leukemia","65-69","male",0.214959244682956,0.217246018764812,0.131733062450014,0.288972383577996
NA,NA,"overweight","Chronic myeloid leukemia","70-74","male",0.0724387362423614,0.0724930909457938,0.0450703883658082,0.0972709884680282
NA,NA,"overweight","Chronic myeloid leukemia","75-79","male",0.208571193461582,0.210700688414152,0.129352408650919,0.281033601908487
NA,NA,"overweight","Chronic myeloid leukemia","80-84","male",0.26261131658604,0.262681378487259,0.166081754043967,0.35767643248132
NA,NA,"overweight","Chronic myeloid leukemia","85-89","male",0.0672516228567527,0.0672244820068098,0.0446185184110356,0.0901978210697749
NA,NA,"overweight","Chronic myeloid leukemia","90-94","male",0.0102826167638289,0.0103195828417579,0.00660831200652171,0.0138628829872517
NA,NA,"overweight","Chronic myeloid leukemia","95-99","male",0,0,0,0
NA,NA,"overweight","Chronic myeloid leukemia","100+","male",0,0,0,0
NA,NA,"overweight","Colon and rectum cancer","25-29","male",0.552637274699118,0.553485601444745,0.468496508160473,0.630528034089457
NA,NA,"overweight","Colon and rectum cancer","30-34","male",1.41913759401597,1.42085500658828,1.20827855328449,1.63771860185699
NA,NA,"overweight","Colon and rectum cancer","35-39","male",2.53439890001713,2.53788896508747,2.16998646357204,2.90356452406021
NA,NA,"overweight","Colon and rectum cancer","40-44","male",3.22492839996533,3.22493070175003,2.73252589469824,3.67157060930721
NA,NA,"overweight","Colon and rectum cancer","45-49","male",4.6912576125744,4.68829073117639,3.94379978475313,5.44310538662682
NA,NA,"overweight","Colon and rectum cancer","50-54","male",7.22313222155574,7.23887946654285,6.11459892045351,8.24582223805174
NA,NA,"overweight","Colon and rectum cancer","55-59","male",8.75424591035831,8.77926952486714,7.45875075559422,10.0949163025656
NA,NA,"overweight","Colon and rectum cancer","60-64","male",12.4980536965763,12.5068367155107,10.5248727735985,14.2640506882722
NA,NA,"overweight","Colon and rectum cancer","65-69","male",13.5428032379824,13.5915314183719,11.3863287295605,15.5261163233977
NA,NA,"overweight","Colon and rectum cancer","70-74","male",14.1167503396459,14.0979481691099,12.0972058654128,16.249675325175
NA,NA,"overweight","Colon and rectum cancer","75-79","male",12.5735315436904,12.5837323363642,10.7499076827444,14.4124492018833
NA,NA,"overweight","Colon and rectum cancer","80-84","male",6.47347066942519,6.47673695711915,5.51125693801181,7.42749154740727
NA,NA,"overweight","Colon and rectum cancer","85-89","male",1.63960399857184,1.63916878850652,1.39724261979326,1.88464706251646
NA,NA,"overweight","Colon and rectum cancer","90-94","male",0.25102464110351,0.251001252101299,0.213131257939581,0.288756640754068
NA,NA,"overweight","Colon and rectum cancer","95-99","male",0,0,0,0
NA,NA,"overweight","Colon and rectum cancer","100+","male",0,0,0,0
NA,NA,"overweight","Diabetes mellitus type 2","25-29","male",5.73161702339982,5.84352904854952,4.40772196134176,6.49487364118451
NA,NA,"overweight","Diabetes mellitus type 2","30-34","male",19.008958533952,19.429154971619,14.1737854163773,21.6511800579118
NA,NA,"overweight","Diabetes mellitus type 2","35-39","male",5.13791374820937,5.22487312636671,3.99814684183117,5.82280346438635
NA,NA,"overweight","Diabetes mellitus type 2","40-44","male",40.0547906754936,40.8830009473141,28.5338964737899,45.6644455616497
NA,NA,"overweight","Diabetes mellitus type 2","45-49","male",85.389269693436,86.7787333808797,64.93985447175,96.5797142003455
NA,NA,"overweight","Diabetes mellitus type 2","50-54","male",140.621550156809,143.228846149307,105.019381319465,159.69562200892
NA,NA,"overweight","Diabetes mellitus type 2","55-59","male",166.022498304969,168.675541543554,127.096892010002,189.06230906296
NA,NA,"overweight","Diabetes mellitus type 2","60-64","male",202.647503714495,207.083554354567,151.787565021681,230.196964414693
NA,NA,"overweight","Diabetes mellitus type 2","65-69","male",265.598075615169,271.586387622175,196.045407557249,302.070962529472
NA,NA,"overweight","Diabetes mellitus type 2","70-74","male",241.181579788572,245.449466481344,178.170511284784,273.139668808164
NA,NA,"overweight","Diabetes mellitus type 2","75-79","male",248.814227515081,253.693699972182,183.104613670136,281.617514653203
NA,NA,"overweight","Diabetes mellitus type 2","80-84","male",163.545071320703,166.697911240771,124.667556594633,185.887496840838
NA,NA,"overweight","Diabetes mellitus type 2","85-89","male",41.3094284085155,42.355792971936,31.3735877690627,46.8615503718997
NA,NA,"overweight","Diabetes mellitus type 2","90-94","male",6.31108715618775,6.44975344060616,4.5447092577291,7.18488703196844
NA,NA,"overweight","Diabetes mellitus type 2","95-99","male",0,0,0,0
NA,NA,"overweight","Diabetes mellitus type 2","100+","male",0,0,0,0
NA,NA,"overweight","Esophageal cancer","25-29","male",0.0679609593491494,0.0707047978262639,0.0157303567646413,0.104517892805175
NA,NA,"overweight","Esophageal cancer","30-34","male",0.258011323376373,0.267054992067767,0.0680771590521605,0.402782004657968
NA,NA,"overweight","Esophageal cancer","35-39","male",0.523022984137644,0.545947906702989,0.0915651783850407,0.82640431838309
NA,NA,"overweight","Esophageal cancer","40-44","male",1.15857196219616,1.21027839652844,0.226196725413899,1.80265554711777
NA,NA,"overweight","Esophageal cancer","45-49","male",2.07651219645093,2.16280111418775,0.211110104195464,3.29639488872665
NA,NA,"overweight","Esophageal cancer","50-54","male",3.74375444991633,3.89724220436016,0.663451054556193,5.87784479800034
NA,NA,"overweight","Esophageal cancer","55-59","male",4.18272384030027,4.33392202949127,0.778698250673095,6.52376123578437
NA,NA,"overweight","Esophageal cancer","60-64","male",5.08708860769818,5.3251485352575,0.743869138172241,7.96326806252778
NA,NA,"overweight","Esophageal cancer","65-69","male",5.74410711034178,6.0455067207261,0.654025451963446,8.99806351402145
NA,NA,"overweight","Esophageal cancer","70-74","male",5.52310348700047,5.75571483177294,1.00881491814787,8.75748430412003
NA,NA,"overweight","Esophageal cancer","75-79","male",3.53324940473624,3.70140804620224,0.525758762603114,5.58510683379232
NA,NA,"overweight","Esophageal cancer","80-84","male",1.54974629936569,1.62647681411073,0.27985033444556,2.41088045180354
NA,NA,"overweight","Esophageal cancer","85-89","male",0.386997643800633,0.403858118715598,0.0760249033371773,0.596403633834364
NA,NA,"overweight","Esophageal cancer","90-94","male",0.0594063491635816,0.0617538276027906,0.00930860879896236,0.0918056734578927
NA,NA,"overweight","Esophageal cancer","95-99","male",0,0,0,0
NA,NA,"overweight","Esophageal cancer","100+","male",0,0,0,0
NA,NA,"overweight","Gallbladder and biliary diseases","25-29","male",2.93938329998934,2.96210270070482,2.11731306948782,3.6735887779604
NA,NA,"overweight","Gallbladder and biliary diseases","30-34","male",1.90979513748095,1.91724495842246,1.40713199807531,2.36783837724931
NA,NA,"overweight","Gallbladder and biliary diseases","35-39","male",2.42926281475503,2.4541804250357,1.70593762817414,3.00793925024876
NA,NA,"overweight","Gallbladder and biliary diseases","40-44","male",2.18245802053542,2.20377969047491,1.55629003687976,2.68555893704905
NA,NA,"overweight","Gallbladder and biliary diseases","45-49","male",2.43585783977402,2.44907644936611,1.81062386996964,2.99316689583082
NA,NA,"overweight","Gallbladder and biliary diseases","50-54","male",4.51208281854866,4.55489003789287,3.25651844490065,5.56310451197866
NA,NA,"overweight","Gallbladder and biliary diseases","55-59","male",1.92315751699352,1.9369558753031,1.3951285573471,2.40763180457027
NA,NA,"overweight","Gallbladder and biliary diseases","60-64","male",1.81683439214411,1.83008730907768,1.34319207046352,2.23250053295072
NA,NA,"overweight","Gallbladder and biliary diseases","65-69","male",3.90402062155017,3.94712116524366,2.77234704478324,4.82540449172484
NA,NA,"overweight","Gallbladder and biliary diseases","70-74","male",8.14753200298387,8.23182000671003,5.71376861159356,10.0423063303041
NA,NA,"overweight","Gallbladder and biliary diseases","75-79","male",17.0515533090121,17.1870471789934,12.143276938595,20.9324550735406
NA,NA,"overweight","Gallbladder and biliary diseases","80-84","male",7.65164971468888,7.71531581003351,5.4413910778708,9.48017455049802
