"development_score","prop_malnourised","prop_overweight","prop_obese","prop_mod_stunting","prop_severe_stunting","fruit_prop_belowtmrel","fruit_prop_belowtmrel_0.9","fruit_prop_belowtmrel_0.8","fruit_prop_belowtmrel_0.7","fruit_prop_belowtmrel_0.6","fruit_prop_belowtmrel_0.5","fruit_prop_belowtmrel_0.4","fruit_prop_belowtmrel_0.3","fruit_prop_belowtmrel_0.2","fruit_prop_belowtmrel_0.1","fruit_prop_belowtmrel_0","vegetable_prop_belowtmrel","vegetable_prop_belowtmrel_0.9","vegetable_prop_belowtmrel_0.8","vegetable_prop_belowtmrel_0.7","vegetable_prop_belowtmrel_0.6","vegetable_prop_belowtmrel_0.5","vegetable_prop_belowtmrel_0.4","vegetable_prop_belowtmrel_0.3","vegetable_prop_belowtmrel_0.2","vegetable_prop_belowtmrel_0.1","vegetable_prop_belowtmrel_0","legume_prop_belowtmrel","legume_prop_belowtmrel_0.9","legume_prop_belowtmrel_0.8","legume_prop_belowtmrel_0.7","legume_prop_belowtmrel_0.6","legume_prop_belowtmrel_0.5","legume_prop_belowtmrel_0.4","legume_prop_belowtmrel_0.3","legume_prop_belowtmrel_0.2","legume_prop_belowtmrel_0.1","legume_prop_belowtmrel_0","grain_prop_belowtmrel","grain_prop_belowtmrel_0.9","grain_prop_belowtmrel_0.8","grain_prop_belowtmrel_0.7","grain_prop_belowtmrel_0.6","grain_prop_belowtmrel_0.5","grain_prop_belowtmrel_0.4","grain_prop_belowtmrel_0.3","grain_prop_belowtmrel_0.2","grain_prop_belowtmrel_0.1","grain_prop_belowtmrel_0","milk_prop_belowtmrel","milk_prop_belowtmrel_0.9","milk_prop_belowtmrel_0.8","milk_prop_belowtmrel_0.7","milk_prop_belowtmrel_0.6","milk_prop_belowtmrel_0.5","milk_prop_belowtmrel_0.4","milk_prop_belowtmrel_0.3","milk_prop_belowtmrel_0.2","milk_prop_belowtmrel_0.1","milk_prop_belowtmrel_0","meat_prop_belowtmrel","meat_prop_below50g","meat_prop_below100g","meat_prop_below150g","meat_prop_below200g","meat_prop_below250g","meat_prop_below300g","meat_prop_below350g","meat_prop_below400g","meat_prop_below500g","meat_prop_below600g","meat_prop_below700g","meat_prop_below800g","meat_prop_below900g","meat_prop_below1000g","country","year"
0.318282983548632,0.118741444463917,33.54451,10.69064,0.13306192736263,0.0613385204876545,0.97398625870196,0.954411310350903,0.914711223160305,0.826589612572457,0.610246974987561,0.111718031183967,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999999999999,0.999999999999998,0.999999999999992,0.999999999999971,0.999999999999874,0.999999999999316,0.999999999994945,0.999999999939972,0.999999998386139,0.999999730232907,0,0.921807352859009,0.99790806153418,0.999949185191566,0.9999955181519,0.999999292959965,0.999999843235106,0.999999956413483,0.99999998574164,0.999999994724937,0.999999999052675,0.999999999778918,0.999999999937744,0.999999999979796,0.999999999992671,0.999999999997092,"Nigeria",2018
